 Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s),seu,Date,"Scalar B, nT",Lat. Angle of B (GSE),Long. Angle of B (GSE),"BX, nT (GSE, GSM)","BY, nT (GSE)","BZ, nT (GSE)","BY, nT (GSM)","BZ, nT (GSM)","SW Plasma Temperature, K","SW Plasma Speed, km/s",SW Plasma flow long. angle,SW Plasma flow lat. angle,Flow pressure,E elecrtric field,Plasma betta,Kp index,R (Sunspot No.),f10.7_index,Lyman_alpha,Proton flux (>30 Mev),Proton flux (>60 Mev),Flux FLAG
-69.941,91.104,483.27,-45.469,2359.476,-6422.723,-3.516472,6.606014,2.04085,0,1422057600.0,5.5,-3.8,326.1,3.6,-2.4,-0.3,-2.4,-0.9,61409.0,374.0,-1.4,1.0,1.78,0.33,1.61,13,59,121.4,0.007561,0.08,0.05,-1
-44.72,131.989,714.59,-3376.571,3751.528,-4968.107,-4.681599,3.263402,4.881767,0,1422230400.0,8.9,-16.7,237.2,-3.1,-4.7,-1.7,-4.2,-2.7,58503.0,359.0,-0.8,0.5,4.12,0.98,1.6,30,109,142.5,0.0076939999999999995,0.07,0.05,-1
-28.221,-52.76,375.2,3603.565,-4740.627,-3175.566,-1.567051,3.675532,-6.789148,0,1422403200.0,8.0,3.8,337.3,6.4,-2.7,0.5,-2.7,-0.3,105320.0,446.0,0.7,-1.9,3.02,0.11,1.23,17,141,154.5,0.008020999999999999,0.08,0.05,-1
-31.292,-70.623,928.72,2073.247,-5894.897,-3775.995,2.230318,-3.661987,5.894168,0,1422576000.0,7.0,2.4,334.4,4.8,-2.3,0.2,-2.2,-0.4,80400.0,410.0,-0.8,-1.6,2.73,0.15,1.57,20,153,154.6,0.008295,0.1,0.05,-1
-20.155,-171.726,1088.31,-6938.65,-1008.989,-2558.756,-2.753307,-1.094248,6.483531,0,1422748800.0,9.2,45.6,320.4,0.7,-0.6,0.9,-0.6,0.7,228207.0,542.0,1.1,-1.8,5.34,-0.29,1.92,33,113,137.6,0.008413,0.07,0.05,-1
27.796,-57.519,596.9,3315.754,-5208.439,3234.914,2.421508,-2.108991,-6.927756,0,1422921600.0,4.5,1.1,326.6,2.5,-1.7,0.1,-1.6,-0.4,148658.0,597.0,1.0,-1.2,2.0,0.29,1.63,30,89,145.1,0.008617,0.07,0.05,-1
-19.428,-93.742,1184.02,-465.539,-7118.578,-2501.971,0.478889,-2.749982,6.455423,0,1423094400.0,4.6,-41.2,138.4,-1.3,1.1,-1.5,1.4,-1.0,45934.0,413.0,-1.7,-1.5,2.88,0.4,7.62,23,93,138.0,0.008809,0.07,0.05,-1
-56.32,-178.023,915.63,-4050.624,-139.802,-6046.214,-6.102198,-1.987625,3.476031,0,1423267200.0,7.4,-11.3,145.9,-4.2,2.9,-1.0,2.8,-0.0,109638.0,407.0,-0.7,0.2,2.17,-0.0,1.2,20,76,148.9,0.008824,0.07,0.05,-1
35.042,-36.314,1381.14,5123.611,-3765.55,4434.725,-2.719647,3.061954,5.476098,0,1423440000.0,5.1,-4.5,133.6,-2.3,2.5,-0.3,2.5,0.6,111272.0,428.0,0.4,0.4,1.22,-0.24,1.32,17,88,141.9,0.008836,0.08,0.05,-1
80.282,117.499,939.89,-571.968,1098.8,7191.347,-7.165344,-0.717582,-1.009066,0,1423612800.0,6.1,4.9,131.6,-3.2,3.6,0.4,3.3,1.6,44516.0,374.0,-2.5,-0.5,1.14,-0.58,0.8,13,60,127.7,0.008715,0.07,0.05,-1
23.085,-62.377,1380.03,3310.504,-6326.104,3026.459,-0.713734,2.777377,6.210619,0,1423785600.0,5.3,2.7,121.3,-2.2,3.6,0.2,3.3,1.4,32341.0,330.0,-0.8,-0.4,1.29,-0.46,1.41,3,62,121.8,0.008489,0.07,0.05,-1
14.917,66.269,1380.77,3017.85,6864.734,1986.657,-1.281015,-1.490095,6.552391,0,1423958400.0,8.3,25.3,308.1,3.1,-4.0,2.4,-5.0,1.0,68912.0,325.0,-0.5,-3.1,1.99,-0.31,1.62,17,65,116.7,0.00806,0.07,0.05,-1
-54.567,10.8,573.38,3966.862,756.744,-5640.767,-5.999864,0.671582,-4.711671,0,1424131200.0,13.4,-12.3,304.4,5.4,-7.9,-2.1,-6.4,-4.5,145921.0,370.0,-1.0,0.2,2.87,1.64,0.69,37,39,115.7,0.0077859999999999995,0.07,0.05,-1
-31.418,37.907,1363.87,5216.874,4062.214,-4016.455,2.43849,2.896955,5.713661,0,1424304000.0,5.4,-1.0,308.8,2.2,-2.7,-0.1,-2.4,-1.0,57846.0,391.0,-0.2,0.6,1.63,0.39,1.48,20,89,116.0,0.007712,0.07,0.05,-1
6.477,-54.312,1096.51,4332.845,-6032.396,838.401,-0.26554,1.378726,6.978541,0,1425686400.0,7.1,-6.1,166.3,-4.4,1.1,-0.5,1.1,0.0,192077.0,539.0,2.3,-2.6,3.22,0.0,1.55,37,17,135.7,0.008291,0.07,0.05,-1
26.513,26.451,838.75,5785.264,2878.269,3204.471,-3.72534,-0.928368,6.301329,0,1425859200.0,4.0,3.5,115.7,-1.0,2.1,0.1,1.9,1.0,74865.0,455.0,-0.2,-0.4,1.4,-0.45,1.99,10,23,121.2,0.00817,0.07,0.05,-1
37.449,136.886,375.43,-3918.518,3668.73,4085.356,-4.390586,2.504224,-6.037796,0,1426032000.0,6.8,-11.0,137.1,-3.6,3.3,-0.9,3.3,0.5,98517.0,385.0,-2.5,1.6,2.67,-0.18,1.8,20,44,129.9,0.008105,0.07,0.05,-1
29.147,62.518,441.07,2750.442,5287.544,3302.992,1.015102,4.063609,-6.582395,0,1426204800.0,6.6,12.9,122.2,-2.4,3.8,1.0,2.9,2.4,84145.0,401.0,-1.9,-2.2,2.4,-0.96,1.55,13,76,117.9,0.008043000000000002,0.07,0.05,-1
52.203,-15.641,489.29,4060.859,-1136.943,5403.305,-5.527277,3.295716,4.314938,0,1426377600.0,6.3,-15.4,36.1,1.7,1.3,-0.6,1.1,-0.2,42470.0,318.0,-1.1,-2.1,3.65,0.07,4.15,17,53,113.1,0.007769,0.14,0.05,-1
40.222,-13.763,446.73,5068.11,-1241.349,4385.316,5.376336,-0.05205,-5.644205,0,1426550400.0,19.2,-57.9,190.6,-3.7,-0.7,-6.0,1.9,-6.0,229962.0,532.0,2.6,-1.1,0.57,3.62,0.93,60,38,113.2,0.00747,0.07,0.04,-1
77.779,53.66,337.35,844.949,1148.559,6541.468,-1.527325,7.688601,-1.09457,0,1426723200.0,6.0,-5.0,329.3,2.9,-1.7,-0.3,-1.5,-0.9,190765.0,601.0,-0.2,-0.5,2.51,0.53,1.56,37,49,108.3,0.007365000000000001,0.06,0.05,-1
71.593,-73.93,346.16,589.461,-2046.214,6357.934,1.809945,7.408231,2.081392,0,1426896000.0,7.3,23.6,340.3,4.9,-1.8,2.3,-2.7,1.6,171925.0,626.0,1.5,-1.2,2.32,-1.0,0.78,23,26,112.7,0.007389,0.07,0.05,-1
4.605,46.188,858.43,4993.726,5205.282,577.636,0.326151,1.262359,-7.242547,0,1427068800.0,6.3,-10.2,139.1,-2.7,2.3,-0.6,2.4,0.4,182725.0,587.0,-0.8,-1.7,2.13,-0.24,1.02,33,99,127.2,0.007843000000000001,0.06,0.05,-1
-80.842,-37.768,1385.64,979.412,-758.822,-7643.171,5.115284,4.499901,0.380342,0,1427241600.0,4.6,14.1,140.9,-2.0,1.6,0.6,1.2,1.2,95133.0,546.0,0.7,-0.9,3.4,-0.64,4.98,27,99,137.0,0.008372,0.09,0.05,-1
-33.445,-96.906,955.24,-736.459,-6080.045,-4021.746,0.498684,-3.578005,6.294629,0,1427414400.0,6.5,5.7,329.9,4.9,-2.9,0.6,-3.0,-0.6,39036.0,406.0,-2.7,0.2,1.92,0.27,1.08,20,101,137.2,0.008611,0.07,0.05,-1
-19.781,155.862,1237.98,-6542.188,2931.653,-2563.849,1.5461,-1.40381,-6.656443,0,1427587200.0,10.7,11.1,254.2,-2.5,-8.9,1.8,-9.0,-1.9,41194.0,373.0,0.7,1.6,3.27,0.71,0.78,23,72,144.0,0.008581,0.07,0.05,-1
80.966,-102.203,411.14,-226.02,-1045.134,6683.423,7.40886,-2.5348,0.158066,0,1427760000.0,11.2,62.3,351.8,2.7,-0.4,5.1,-2.6,5.0,54167.0,370.0,-2.7,-2.7,3.16,-2.04,0.76,20,38,127.8,0.008419,0.07,0.05,-1
-73.935,-90.241,1175.27,-8.809,-2095.706,-7236.308,3.833114,-5.525268,2.051095,0,1427932800.0,9.1,1.9,130.5,-3.7,4.4,0.2,3.7,1.8,98610.0,428.0,0.8,-1.4,4.12,-0.74,1.3,23,35,121.2,0.008242,0.07,0.05,-1
59.311,-23.408,348.38,3157.915,-1367.076,5761.306,-5.045563,4.57118,4.011552,0,1428105600.0,5.5,10.3,147.9,-3.3,2.0,0.7,1.6,1.3,107707.0,526.0,-0.2,-1.0,1.96,-0.71,1.19,23,54,122.4,0.008178,0.07,0.05,-1
-66.398,21.066,1344.41,2892.079,1113.977,-7053.795,-6.448511,0.17872,-2.346251,0,1428278400.0,3.1,0.3,123.7,-0.9,1.4,0.0,1.3,0.5,82799.0,482.0,0.5,-0.6,1.42,-0.26,2.93,13,53,125.8,0.008198,0.07,0.05,-1
46.6,0.923,888.61,4999.99,80.522,5256.98,5.562658,1.40489,-4.55199,0,1428451200.0,4.1,19.2,148.1,-2.0,1.3,0.8,0.9,1.1,36642.0,344.0,-0.6,0.0,1.03,-0.4,1.8,7,43,106.3,0.008115,0.07,0.05,-1
-71.136,-46.838,1241.61,1689.538,-1801.557,-7188.127,-1.722296,6.544927,-1.643908,0,1428624000.0,17.4,31.9,165.5,-1.9,0.5,1.2,0.8,1.7,38817.0,404.0,-0.0,-1.3,5.3,-0.65,0.38,40,41,115.5,0.007974,0.06,0.04,-1
-41.507,66.067,1371.97,2357.287,5311.267,-5113.993,-2.795242,-3.77944,-4.970867,0,1428796800.0,5.1,33.6,338.0,2.9,-1.2,2.1,-1.8,1.4,62294.0,344.0,-0.1,-1.4,2.29,-0.5,3.19,7,86,134.6,0.0077670000000000005,0.07,0.05,-1
-44.156,-136.95,1332.25,-4047.871,-3781.275,-5348.588,4.333623,2.52653,-4.707801,0,1428969600.0,6.9,-9.1,329.3,2.7,-1.6,-0.5,-1.4,-0.8,32282.0,319.0,-1.0,-0.5,5.37,0.26,9.67,23,105,147.7,0.007744,0.07,0.05,-1
80.17,-42.299,672.77,893.004,-812.555,6925.701,2.442801,7.064296,1.041762,0,1429142400.0,8.2,-13.4,321.0,4.3,-3.5,-1.3,-2.7,-2.6,280178.0,599.0,3.7,-2.4,3.85,1.53,1.46,47,100,151.3,0.007897,0.06,0.05,-1
11.924,-99.634,325.74,-1097.818,-6467.61,1376.452,1.056618,1.431864,7.72598,0,1429315200.0,3.8,4.6,335.7,1.8,-0.8,0.2,-0.8,-0.1,102781.0,545.0,0.1,-1.5,2.17,0.05,2.54,23,140,148.9,0.008193,0.07,0.05,-1
-8.235,-98.759,330.47,-1011.112,-6562.426,-954.84,0.612602,-1.15196,7.81467,0,1429488000.0,6.4,20.0,67.0,0.7,1.6,0.6,1.2,1.5,58022.0,401.0,-1.6,-2.4,4.57,-0.63,3.84,23,128,151.0,0.008515,0.07,0.05,-1
-3.446,-32.201,1378,6551.348,-4125.689,-463.628,-0.125884,0.693731,-6.803201,0,1429660800.0,4.6,-1.4,136.7,-1.8,1.7,-0.1,1.6,0.6,124323.0,535.0,0.7,0.0,2.58,-0.32,2.33,23,138,151.8,0.008851000000000001,0.08,0.05,-1
-0.957,34.122,332.5,5554.574,3763.886,-111.408,-0.246217,0.754103,7.880491,0,1429833600.0,4.5,-7.3,178.9,-4.3,0.1,-0.5,0.3,-0.5,53500.0,380.0,-1.2,-0.0,0.88,0.18,1.17,7,83,136.0,0.008556,0.11,0.05,-1
63.049,101.491,739.75,-644.232,3168.913,6321.868,-1.108456,-6.404315,3.694118,0,1430006400.0,3.2,24.8,130.9,-1.5,1.8,1.1,1.3,1.5,13643.0,309.0,-2.0,-0.9,1.65,-0.48,6.95,3,65,120.0,0.008171,0.09,0.05,-1
14.127,-53.469,1375.56,4476.624,-6042.92,1882.337,1.406448,-0.943432,-6.627911,0,1430179200.0,5.9,-12.3,304.3,2.3,-3.4,-0.9,-3.0,-1.7,34413.0,313.0,-1.0,0.5,1.54,0.51,2.26,13,41,109.2,0.007958,0.07,0.05,-1
66.405,-123.37,866.22,-1598.914,-2427.663,6615.97,5.550186,3.558727,3.233372,0,1430352000.0,8.5,6.7,137.9,-4.2,3.8,0.7,3.5,1.7,55708.0,322.0,-1.1,-2.4,1.76,-0.57,1.85,10,15,103.3,0.007709000000000001,0.07,0.05,-1
32.054,77.865,1380.7,1383.4,6434.074,4098.232,-0.027136,3.663174,-5.768264,0,1430524800.0,8.2,0.7,139.7,-5.1,4.3,0.1,4.2,1.4,106738.0,408.0,1.6,-3.8,1.58,-0.55,0.71,17,34,107.3,0.007764,0.07,0.05,-1
21.696,55.513,1347.33,4065.951,5918.859,2841.312,0.804176,2.311561,-6.415989,0,1430697600.0,5.3,1.3,151.0,-3.6,2.0,0.1,1.8,0.6,59803.0,374.0,-0.4,-0.3,1.07,-0.24,1.1,17,103,125.4,0.007794,0.07,0.05,-1
-58.535,70.08,693.79,1260.493,3478.196,-6008.833,-4.072496,-5.367446,-3.349943,0,1430870400.0,13.6,-3.2,83.4,0.4,3.5,-0.2,2.8,1.7,68739.0,443.0,-0.9,-0.1,5.96,-0.72,0.72,33,124,138.6,0.007928,0.06,0.04,-1
-70.566,155.278,385.47,-2049.93,943.837,-6355.834,-7.418695,-0.498263,2.543649,0,1431043200.0,6.0,3.3,321.8,4.3,-3.4,0.3,-3.4,-0.6,13438.0,383.0,-0.2,-0.1,2.42,0.23,1.77,13,150,152.6,0.007949,0.07,0.05,-1
1.108,-39.904,1131.98,5760.098,-4816.86,144.339,0.137236,0.628906,-7.049928,0,1431216000.0,9.0,-22.9,133.8,-4.3,4.4,-2.6,5.0,-0.9,78056.0,369.0,1.5,-1.8,2.07,0.34,1.32,20,163,163.1,0.008088,0.07,0.05,-1
24.482,166.384,1253.15,-6753.256,1635.724,3146.238,-2.651293,-0.079483,-6.43253,0,1431388800.0,8.3,-44.8,300.5,1.1,-1.8,-2.1,-1.3,-2.6,75761.0,364.0,-2.6,2.3,4.79,0.88,3.77,30,165,166.5,0.008279,0.38,0.09,-1
-68.161,-167.805,348.5,-2452.548,-530.034,-6221.286,-5.891028,-4.509162,2.713571,0,1431561600.0,4.2,20.4,340.4,3.0,-1.1,1.2,-1.3,0.9,138234.0,663.0,0.7,-0.2,1.47,-0.62,1.14,20,164,148.2,0.008411,0.07,0.05,-1
-38.057,2.498,421.99,5355.74,233.679,-4170.516,4.931598,1.391154,5.906091,0,1431734400.0,2.7,3.5,282.8,0.4,-1.8,0.1,-1.8,-0.4,39608.0,446.0,-0.4,-1.6,1.83,0.16,6.28,13,103,134.0,0.008503,0.07,0.05,-1
67.648,-24.405,1300.93,2665.787,-1209.509,7079.435,-4.167252,4.804893,2.68568,0,1431907200.0,10.8,23.9,131.6,-3.3,3.7,2.2,3.2,3.1,66247.0,384.0,-2.3,-5.1,2.2,-1.15,0.63,23,101,117.6,0.008337,0.07,0.05,-1
27.813,-36.69,1029.19,5256.851,-3916.977,3438.425,-1.825906,2.360899,6.530246,0,1432080000.0,5.9,-9.7,157.5,-4.6,1.9,-0.8,2.0,-0.5,129882.0,458.0,0.4,-2.0,0.98,0.23,0.77,17,59,108.2,0.008190000000000001,0.07,0.05,-1
-35.347,-73.248,531.5,1626.129,-5402.375,-3976.789,-0.335862,4.850896,-5.969645,0,1432252800.0,5.0,7.3,151.5,-3.9,2.1,0.6,1.9,0.9,47160.0,372.0,-2.3,-2.1,0.46,-0.32,0.5,3,73,101.6,0.007826999999999999,0.07,0.05,-1
-44.812,-14.991,514.78,4730.83,-1266.866,-4835.383,5.78724,-0.145373,5.102715,0,1432425600.0,4.1,-4.1,308.0,1.5,-2.0,-0.2,-1.8,-0.5,49742.0,332.0,-0.9,-1.1,1.55,0.15,3.35,10,78,101.2,0.007504,0.07,0.05,-1
-67.035,52.949,422.44,1602.974,2123.276,-6238.914,1.711613,7.183145,2.564916,0,1432598400.0,7.6,-16.9,266.1,-0.1,-1.0,-0.3,-1.1,0.0,40702.0,311.0,-3.6,-1.3,2.29,-0.02,1.87,13,53,97.0,0.007316,0.07,0.05,-1
66.335,114.026,1382.34,-1271.234,2851.726,7085.113,0.116538,-6.306611,2.605141,0,1432771200.0,6.6,2.0,134.5,-2.5,2.6,0.1,2.3,0.5,71961.0,322.0,1.0,0.6,2.34,-0.18,2.18,17,12,95.5,0.007347,0.07,0.05,-1
41.42,156.624,1319.87,-5305.18,2293.119,5070.753,3.556414,-2.660148,5.267043,0,1432944000.0,5.3,9.0,111.9,-1.3,3.3,0.6,3.2,1.1,72650.0,392.0,-0.1,-1.6,1.74,-0.44,1.85,10,31,97.7,0.007337000000000001,0.07,0.05,-1
61.019,88.993,1383.43,66.261,3768.031,6766.542,-2.053052,-5.684038,3.169587,0,1433116800.0,5.9,0.2,138.6,-3.2,2.8,0.0,2.7,0.4,40201.0,339.0,-0.9,1.9,1.38,-0.11,1.23,17,27,103.2,0.0074540000000000006,0.07,0.05,-1
60.968,-22.469,1055.17,3340.882,-1381.73,6476.189,6.080315,-0.287822,-3.74956,0,1433289600.0,4.9,12.5,100.8,-0.7,3.6,0.8,3.4,1.3,38669.0,315.0,-1.8,0.8,1.32,-0.4,1.94,7,49,111.6,0.007670999999999999,0.07,0.05,-1
17.276,6.711,1284.36,7268.473,855.312,2263.394,-1.830641,0.402031,6.669321,0,1433462400.0,3.4,14.9,87.0,0.1,2.4,0.6,2.4,0.9,24008.0,280.0,-0.9,-2.1,1.25,-0.26,4.37,3,90,129.7,0.007824,0.07,0.05,-1
57.94,-59.384,1359.88,2095.964,-3541.89,6534.669,-1.397569,5.77794,3.398585,0,1433635200.0,9.3,55.6,304.5,1.5,-2.1,3.7,-2.3,3.5,76156.0,327.0,-4.2,-1.3,4.12,-1.18,2.19,17,124,141.4,0.008117000000000001,0.08,0.05,-1
75.773,66.532,1062.15,730.169,1681.847,7190.107,-1.975951,6.609585,-1.843379,0,1433808000.0,5.2,1.6,335.2,2.4,-1.1,0.1,-1.0,0.0,183587.0,627.0,0.6,-0.4,2.59,-0.01,1.65,27,92,140.6,0.008246,0.07,0.05,-1
-77.251,129.2,648.58,-982.911,1205.185,-6831.606,-7.491577,0.828208,0.708543,0,1433980800.0,3.5,-4.4,315.2,1.6,-1.6,-0.2,-1.6,-0.4,118832.0,573.0,0.1,-1.2,1.67,0.2,2.19,20,95,144.2,0.008327,0.08,0.06,-1
74.923,44.542,1166.3,1402.435,1380.195,7262.679,-6.88189,-0.990579,1.078655,0,1434153600.0,5.4,-13.7,125.6,-2.0,2.8,-0.8,2.8,-0.8,85285.0,484.0,0.1,-1.8,2.28,0.37,1.48,23,97,140.3,0.008261,0.07,0.05,-1
75.036,178.701,906.75,-1885.726,42.769,7015.807,-5.622756,-4.18565,-2.035797,0,1434326400.0,5.0,-22.8,153.7,-2.5,1.2,-1.2,1.0,-1.0,105823.0,563.0,0.6,-0.1,2.02,0.54,1.32,27,54,139.1,0.00804,0.07,0.05,-1
-45.878,14.134,1081.5,5043.541,1270.002,-5332.194,4.879822,2.501895,4.548004,0,1434499200.0,6.2,-13.5,98.8,-0.6,3.7,-0.9,3.4,-0.9,100922.0,487.0,-0.7,0.0,1.71,0.49,0.91,27,80,140.2,0.007834,0.07,0.05,-1
-12.108,21.361,1333.44,7022.89,2746.768,-1608.832,1.30556,1.115512,6.662181,0,1434672000.0,4.3,-3.8,136.8,-2.5,2.4,-0.2,2.4,-0.2,45416.0,363.0,-2.2,0.9,0.53,0.11,0.94,7,68,141.8,0.007859999999999999,0.19,0.06,-1
-78.455,57.951,747.52,758.943,1212.269,-6959.693,-7.279044,-0.761553,-1.470567,0,1434844800.0,4.5,27.4,144.3,-1.1,0.8,0.7,0.7,0.7,22425.0,304.0,-4.6,-4.0,3.04,-0.24,8.95,13,61,136.0,0.007653,0.16,0.06,-1
-48.617,-3.184,522.29,4562.726,-253.801,-5154.373,-5.2701,1.799302,-5.32915,0,1435017600.0,14.9,-17.3,52.5,3.7,4.8,-1.9,4.6,-1.7,261150.0,627.0,3.1,-2.7,3.41,1.4,0.45,53,45,119.9,0.007345,0.24,0.04,-1
-13.912,-161.446,358.6,-6200.383,-2081.126,-1609.737,1.84874,-0.230371,-7.66601,0,1435190400.0,7.4,-32.3,204.4,-1.1,-0.5,-0.7,-0.7,-0.5,145640.0,602.0,0.4,0.8,4.0,0.27,1.21,40,27,105.2,0.007126,0.16,0.05,-1
73.51,33.148,829.69,1717.657,1121.78,6889.205,-7.271783,-0.040954,1.252282,0,1435363200.0,7.9,12.3,152.9,-5.2,2.6,1.3,2.8,1.2,757640.0,578.0,3.0,-3.8,0.99,-0.68,0.86,20,21,100.5,0.006965000000000001,0.17,0.05,-1
13.779,98.674,326.08,-982.205,6437.955,1586.951,-1.095329,1.780204,-7.64459,0,1435536000.0,6.2,47.6,151.3,-1.6,0.9,2.0,0.9,2.0,69735.0,401.0,-0.2,0.5,1.27,-0.78,0.88,13,39,100.4,0.007108,0.12,0.05,-1
65.817,-75.091,796.95,758.083,-2847.378,6522.641,0.868859,6.97838,2.346743,0,1435708800.0,4.2,12.1,127.0,-1.9,2.5,0.7,2.5,0.5,78297.0,390.0,0.7,-0.1,1.78,-0.18,3.22,10,54,113.3,0.007551,0.11,0.06,-1
-78.984,128.429,1058.88,-885.754,1116.391,-7278.21,-2.058002,-6.718864,-1.28204,0,1435881600.0,3.1,24.5,134.2,-1.3,1.4,0.9,1.4,0.6,22770.0,319.0,-2.4,-1.0,1.39,-0.19,5.88,3,88,116.1,0.007894,0.08,0.05,-1
-0.195,17.112,1262.25,7302.129,2248.049,-25.9,-0.443611,0.430074,6.921639,0,1436054400.0,8.2,-5.8,317.7,4.6,-4.2,-0.6,-4.1,-0.2,193655.0,497.0,3.2,1.4,2.12,0.08,0.94,33,109,129.0,0.008109,0.07,0.05,-1
27.901,99.284,1004.15,-1053.204,6442.771,3436.71,-0.189534,-3.861403,6.078713,0,1436227200.0,4.0,-1.2,315.1,2.4,-2.4,-0.1,-2.3,0.2,84926.0,448.0,-0.3,-0.6,0.77,-0.11,1.18,10,112,137.1,0.008337,0.08,0.06,-1
-14.461,-168.064,572.98,-6586.617,-1392.398,-1725.483,1.546764,-0.445551,-7.483272,0,1436400000.0,4.1,-14.1,317.4,2.0,-1.8,-0.7,-1.9,-0.5,69074.0,366.0,-1.6,0.6,1.13,0.17,2.09,10,110,126.0,0.008244,0.07,0.05,-1
48.533,-122.651,329.75,-2400.752,-3746.662,5003.431,-1.827956,-5.748589,-5.131452,0,1436572800.0,10.2,3.7,130.6,-5.0,5.9,0.5,6.0,-0.3,293224.0,580.0,3.8,-1.4,5.27,0.13,1.33,37,92,124.3,0.008081999999999999,0.07,0.05,-1
33.89,64.186,368.58,2441.129,5046.618,3741.862,0.990928,4.54999,-6.352809,0,1436745600.0,8.2,-36.5,151.7,-4.0,2.2,-3.4,1.5,-3.7,79191.0,546.0,0.4,3.1,2.71,2.04,0.62,40,53,113.8,0.007912,0.07,0.05,-1
-47.2,50.303,1364.01,3364.906,4053.469,-5657.74,2.152037,4.486583,4.698863,0,1436918400.0,6.6,11.2,155.7,-4.5,2.0,1.0,2.2,0.6,241143.0,515.0,2.4,2.2,1.23,-0.34,0.88,17,43,104.4,0.007753,0.08,0.06,-1
65.369,74.76,460.99,751.173,2757.215,6194.042,-4.410264,-5.803182,2.70053,0,1437091200.0,3.8,0.8,111.6,-0.9,2.3,0.0,2.3,-0.4,79605.0,420.0,-0.8,-2.1,0.75,0.2,1.66,10,50,100.6,0.0075959999999999995,0.07,0.05,-1
34.485,21.539,442.87,5235.041,2066.234,3841.639,3.930401,2.713557,-6.159741,0,1437264000.0,3.2,0.9,128.9,-1.5,1.8,0.0,1.7,-0.3,16350.0,304.0,-3.1,-1.8,1.12,0.09,4.37,3,44,102.6,0.007459,0.07,0.05,-1
-74.547,-66.374,1393.88,832.078,-1902.175,-7468.965,5.71874,-3.365061,1.53444,0,1437436800.0,8.6,23.0,123.1,-3.1,4.7,2.4,5.0,1.5,120321.0,368.0,1.5,0.7,3.88,-0.53,2.17,20,36,94.0,0.007209,0.07,0.05,-1
45.378,152.196,466.38,-4259.442,2246.093,4848.922,4.386914,-3.886682,5.098079,0,1437609600.0,9.1,-15.2,131.2,-4.1,4.7,-1.7,4.2,-2.6,160085.0,445.0,2.0,-0.1,1.71,1.13,0.67,33,29,92.2,0.006997,0.08,0.05,-1
63.663,-94.201,363.89,-219.683,-2990.718,6019.252,3.068827,6.54618,3.135264,0,1437782400.0,5.9,-4.2,143.5,-3.4,2.5,-0.3,2.5,-0.7,81997.0,413.0,-0.4,-2.0,0.94,0.34,0.76,17,34,96.9,0.006951000000000001,0.08,0.05,-1
-65.775,-49.979,1378.11,2051.32,-2442.87,-7050.433,-1.875465,5.963625,-2.742459,0,1437955200.0,5.7,10.8,127.1,-2.0,2.6,0.6,2.5,-0.1,136735.0,471.0,0.4,0.3,2.87,0.05,2.29,20,51,103.2,0.007143000000000001,0.07,0.05,-1
-30.044,-3.334,967.64,6352.67,-370.091,-3659.061,3.166739,0.671755,6.476001,0,1438128000.0,3.7,8.1,112.6,-0.9,2.1,0.3,2.2,-0.1,50674.0,384.0,-0.9,0.6,1.52,0.04,2.77,13,67,103.8,0.007509999999999999,0.08,0.05,-1
38.53,-120.583,389.77,-2697.003,-4563.546,4194.415,3.592046,3.725537,5.905877,0,1438300800.0,10.3,0.8,319.2,5.9,-5.1,0.1,-4.7,1.6,221667.0,491.0,2.4,0.6,3.02,-0.79,0.92,27,69,103.8,0.007756999999999999,0.07,0.05,-1
-20.946,-54.624,1222.92,4111.226,-5790.209,-2702.976,-0.691444,2.120578,-6.619794,0,1438473600.0,5.0,-7.7,315.6,2.7,-2.6,-0.5,-2.7,0.2,175440.0,575.0,0.5,-0.3,1.55,-0.1,1.29,23,53,104.5,0.007789,0.08,0.05,-1
-59.104,-146.918,1389.48,-3348.751,-2181.541,-6642.189,5.708595,1.560842,-3.382293,0,1438646400.0,4.8,-14.2,303.7,1.8,-2.8,-0.8,-2.8,-0.1,77123.0,440.0,-0.8,-0.5,1.52,0.04,1.44,17,90,109.9,0.007811,0.08,0.05,-1
73.74,-154.758,516.46,-1751.189,-825.602,6596.663,-3.924831,-6.48784,-1.403946,0,1438819200.0,9.2,5.9,126.9,-2.8,3.8,0.5,3.6,-0.9,186481.0,484.0,-1.4,-2.7,2.15,0.52,0.79,23,108,125.1,0.007776999999999999,0.07,0.05,-1
-29.351,160.04,1347.71,-6333.799,2300.319,-3768.466,2.73088,-1.793904,-6.034499,0,1438992000.0,8.0,9.9,127.8,-3.6,4.7,1.0,4.6,-0.7,75041.0,493.0,0.4,-1.6,2.69,0.32,0.9,23,93,124.4,0.0076950000000000005,0.08,0.05,-1
36.74,-74.125,926.16,1602.756,-5635.993,4348.376,2.256589,-4.260283,-5.456647,0,1439164800.0,4.5,9.1,105.8,-0.7,2.5,0.4,2.5,-0.4,115922.0,497.0,-0.2,-0.0,2.64,0.22,2.87,20,69,109.1,0.007509999999999999,0.08,0.05,-1
-35.514,-140.435,1379,-4872.116,-4025.493,-4485.496,3.584787,1.837565,-5.516544,0,1439337600.0,7.2,0.1,124.9,-2.6,3.8,0.0,3.8,-1.3,58597.0,395.0,-2.2,-0.5,1.77,0.56,1.01,23,66,101.9,0.007437,0.07,0.05,-1
