 Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s),seu,Date,"Scalar B, nT",Lat. Angle of B (GSE),Long. Angle of B (GSE),"BX, nT (GSE, GSM)","BY, nT (GSE)","BZ, nT (GSE)","BY, nT (GSM)","BZ, nT (GSM)","SW Plasma Temperature, K","SW Plasma Speed, km/s",SW Plasma flow long. angle,SW Plasma flow lat. angle,Flow pressure,E elecrtric field,Plasma betta,Kp index,R (Sunspot No.),f10.7_index,Lyman_alpha,Proton flux (>30 Mev),Proton flux (>60 Mev),Flux FLAG
-53.383,-157.528,1460.58,-4328.127,-1790.256,-6268.38,-4.418683,-3.398406,3.851363,0,1392163200.0,5.4,19.0,277.4,0.6,-4.4,1.5,-4.7,-0.0,28789.0,444.0,0.6,-2.7,0.77,0.0,0.51,17,161,156.1,0.008255,0.07,0.05,-1
-51.85,-55.405,958.91,2577.904,-3737.606,-5746.614,-1.705781,5.147213,-4.843692,0,1392336000.0,5.6,41.8,81.3,0.5,3.0,2.7,1.9,3.5,36750.0,339.0,0.2,-1.5,1.16,-1.18,1.3,7,130,162.5,0.008015999999999999,0.07,0.05,-1
-1.567,-157.979,1230.01,-7050.497,-2851.568,-206.828,0.448324,-0.411274,6.978651,0,1392508800.0,12.1,16.4,89.6,0.0,1.7,0.5,1.7,1.8,69183.0,382.0,-0.1,0.2,5.15,-0.74,0.96,33,103,150.2,0.007922,0.06,0.04,-1
73.562,-83.185,495.01,231.454,-1936.71,6570.077,3.37662,6.832449,1.449382,0,1392681600.0,5.8,-7.3,313.8,2.3,-2.4,-0.4,-1.7,-1.3,50984.0,388.0,-0.6,-0.6,1.23,0.51,1.25,17,127,147.9,0.007996,0.09,0.05,-1
-37.846,32.678,968.37,4888.381,3135.628,-4486.104,-3.859458,-1.2613,-6.021461,0,1392854400.0,9.0,-32.4,110.0,-2.2,6.0,-4.1,7.0,-1.9,173183.0,578.0,-3.1,0.1,2.51,1.16,0.72,40,133,153.0,0.008145,0.62,0.15,-1
42.649,16.583,662.93,4970.337,1480.15,4748.051,-5.569723,-0.364049,5.126909,0,1393027200.0,5.7,-24.7,339.2,3.9,-1.5,-1.9,-0.7,-2.4,69984.0,443.0,-0.3,-1.3,1.01,1.05,0.71,27,146,159.7,0.008048999999999999,0.06,0.04,-1
52.977,167.173,358.87,-3963.342,902.391,5355.552,-6.492459,-0.336081,-4.50279,0,1393200000.0,4.0,18.6,128.2,-1.6,2.0,0.8,1.4,1.5,128522.0,493.0,3.0,-2.6,1.27,-0.73,2.23,13,153,167.2,0.008086,0.06,0.05,-1
-40.258,-55.934,1159.97,3226.197,-4771.116,-4849.459,-1.442846,3.986357,-5.657359,0,1393372800.0,3.6,26.9,135.1,-1.2,1.2,0.9,0.8,1.4,67461.0,362.0,-1.5,-0.4,1.31,-0.49,3.43,3,207,174.7,0.008740000000000001,4.06,1.22,-1
-15.375,-166.374,969.2,-6886.373,-1669.358,-1937.146,1.470145,-0.330859,-7.105249,0,1393545600.0,8.7,17.5,321.7,4.9,-3.9,2.0,-4.3,0.6,107630.0,428.0,2.0,-0.6,2.98,-0.28,1.27,23,196,167.5,0.008847,3.44,0.35,-1
15.383,150.84,690.83,-5953.183,3321.641,1864.25,1.842357,-1.868657,7.080055,0,1393718400.0,3.8,32.6,350.7,2.6,-0.4,1.7,-1.0,1.4,46030.0,372.0,0.3,0.1,1.05,-0.52,1.99,7,158,158.5,0.008634000000000001,0.54,0.08,-1
72.807,6.021,368.52,1988.979,209.774,6422.97,6.069371,4.714295,-1.814143,0,1393891200.0,5.7,-8.0,134.3,-3.0,3.1,-0.6,3.0,0.6,103082.0,370.0,-0.5,-1.1,1.36,-0.23,1.5,17,141,155.4,0.008595,0.13,0.05,-1
56.616,-52.686,367.11,2254.9,-2958.444,5609.012,-2.354342,6.364597,4.041416,0,1394064000.0,4.1,-2.6,169.6,-2.8,0.5,-0.1,0.5,0.1,143292.0,465.0,2.0,0.7,0.81,-0.04,1.38,13,127,146.5,0.008544,0.09,0.05,-1
-65.391,149.243,1321.44,-2761.596,1643.44,-6977.434,-6.132937,0.882885,3.050244,0,1394236800.0,3.2,-19.9,130.5,-1.4,1.6,-0.8,1.9,-0.1,57751.0,380.0,-1.0,0.2,0.62,0.02,1.68,7,116,139.5,0.008236,0.08,0.05,-1
-29.686,176.868,1342.07,-6701.476,366.736,-3804.833,3.03243,-0.9284,-6.119234,0,1394409600.0,4.1,3.8,287.9,1.0,-3.0,0.2,-2.9,-1.0,37606.0,312.0,-1.6,-3.3,1.48,0.31,4.19,7,113,149.5,0.008083,0.07,0.05,-1
-45.359,-106.488,1448.3,-1562.96,-5280.461,-5546.016,2.395287,4.134626,-4.819752,0,1394582400.0,5.9,-7.6,301.1,2.6,-4.3,-0.7,-3.5,-2.4,22749.0,291.0,-3.1,2.2,1.35,0.7,1.57,13,132,145.8,0.008064,0.07,0.05,-1
25.644,-40.399,931.15,5020.845,-4272.93,3146.543,3.284377,-1.754408,-6.279376,0,1394755200.0,6.7,-5.3,143.7,-4.7,3.4,-0.5,3.3,0.7,117664.0,451.0,3.6,-2.4,0.97,-0.33,0.66,13,109,142.1,0.008144,0.07,0.05,-1
-39.37,16.463,846.49,5362.485,1584.694,-4561.145,3.673675,2.226003,6.00824,0,1394928000.0,2.7,-0.1,158.7,-2.1,0.8,-0.0,0.7,0.4,32702.0,357.0,-0.3,-0.7,0.59,-0.12,2.76,3,122,134.2,0.008072,0.07,0.05,-1
48.124,-102.583,332.83,-977.626,-4379.891,4973.881,2.762075,5.286968,5.23482,0,1395100800.0,5.2,-13.5,283.0,0.5,-2.1,-0.5,-1.9,-1.3,50522.0,310.0,-0.8,-1.1,1.5,0.39,2.65,13,136,137.0,0.008211,0.07,0.05,-1
35.016,147.731,330.04,-4650.304,2936.288,3828.66,3.226982,-3.368491,6.424986,0,1395273600.0,5.5,28.5,303.8,1.6,-2.5,1.6,-2.8,0.6,39052.0,321.0,0.1,1.3,2.5,-0.21,6.01,13,139,150.1,0.008435,0.07,0.05,-1
72.631,128.362,696.11,-1314.28,1660.459,6729.453,-6.928444,2.61499,-1.417469,0,1395446400.0,8.2,13.3,139.7,-5.2,4.4,1.6,3.4,3.3,224855.0,433.0,3.1,-0.7,1.62,-1.43,1.05,10,146,153.8,0.008570999999999999,0.07,0.05,-1
12.827,112.335,341.92,-2490.427,6061.722,1482.71,-0.025016,-2.053154,7.656438,0,1395619200.0,3.7,21.1,128.7,-1.6,2.0,1.0,1.4,1.7,88489.0,437.0,0.3,-2.8,0.98,-0.76,1.71,7,137,157.7,0.00861,0.07,0.05,-1
27.372,-35.421,1225.65,5505.961,-3915.863,3478.447,3.35172,-1.463502,-5.97457,0,1395792000.0,6.5,35.4,84.4,0.3,2.9,2.1,1.9,2.9,107792.0,417.0,-3.9,2.4,2.44,-1.21,1.8,17,112,152.5,0.008727,0.07,0.05,-1
-80.863,112.708,1056.69,-457.031,1092.149,-7318.845,-5.896781,-4.060558,0.313174,0,1395964800.0,4.7,21.2,4.2,1.5,0.1,0.6,-0.3,0.5,87753.0,426.0,2.8,-0.8,0.91,-0.23,1.23,17,122,145.9,0.008568000000000001,0.07,0.05,-1
-63.811,-52.136,1207.16,2059.413,-2648.868,-6783.689,-1.990171,6.239566,-2.52026,0,1396137600.0,3.1,19.6,355.4,2.1,-0.2,0.8,-0.4,0.7,41091.0,428.0,0.5,-2.0,1.57,-0.28,3.86,10,101,148.1,0.008406,0.12,0.06,-1
10.445,135.42,1428.5,-5468.807,5389.166,1407.722,-1.352614,0.58344,-6.648869,0,1396310400.0,5.3,2.9,129.0,-2.2,2.7,0.2,2.3,1.2,126845.0,407.0,0.1,0.0,1.22,-0.46,1.39,10,96,153.1,0.008329000000000001,0.07,0.05,-1
64.007,-43.629,620.75,2225.745,-2121.67,6267.996,-2.77145,6.105126,3.620947,0,1396483200.0,5.0,-11.5,131.4,-2.0,2.3,-0.6,2.2,0.2,66016.0,385.0,-1.1,-1.8,1.41,-0.08,1.61,13,133,153.0,0.008341,0.07,0.05,-1
39.897,19.503,488.16,4971.919,1760.944,4382.341,-4.718471,-0.39056,6.153909,0,1396656000.0,6.3,-24.3,76.3,0.9,3.7,-1.7,3.9,-0.0,89998.0,448.0,2.2,-1.6,4.86,0.04,2.75,23,135,142.3,0.008312,0.09,0.05,-1
-43.875,-176.648,1177.01,-5444.219,-318.915,-5213.878,5.199272,-0.83906,-4.686364,0,1396828800.0,7.8,-21.2,62.3,2.1,4.0,-1.8,4.5,-0.1,78345.0,372.0,-1.7,0.4,2.03,0.04,1.54,23,114,140.2,0.008244,0.08,0.05,-1
-28.975,151.89,1249.84,-5889.946,3146.249,-3676.896,2.906421,-2.426028,-5.86435,0,1397001600.0,5.3,-10.2,155.2,-4.3,2.0,-0.8,2.0,-0.1,91875.0,444.0,4.3,0.6,0.48,0.04,0.41,10,94,131.0,0.007962,0.07,0.05,-1
-26.458,-159.861,1227.05,-6395.925,-2345.573,-3371.23,3.513996,0.50478,-6.036199,0,1397174400.0,6.8,-47.5,103.1,-0.7,2.8,-3.2,3.9,-2.0,25138.0,373.0,-1.2,0.8,1.46,0.69,1.12,17,61,138.2,0.007926,0.07,0.05,-1
-25.686,171.17,1183.61,-6737.347,1046.57,-3260.745,3.283083,-1.253376,-6.106485,0,1397347200.0,6.6,-18.2,284.5,1.3,-4.9,-1.7,-3.9,-3.3,85409.0,351.0,0.1,0.3,1.57,1.14,1.31,30,80,137.9,0.007970999999999999,0.07,0.05,-1
-14.248,-89.715,1236.18,36.752,-7381.256,-1863.849,0.589411,2.115763,-6.641104,0,1397520000.0,3.1,-21.2,275.4,0.1,-1.2,-0.5,-1.0,-1.0,47257.0,348.0,1.1,-1.9,0.92,0.34,3.13,13,145,163.0,0.008465,0.07,0.05,-1
75.615,106.519,1130.13,-531.802,1793.154,7250.864,-2.675833,-6.293731,1.876532,0,1397692800.0,8.0,-13.8,128.7,-3.2,4.0,-1.2,4.1,0.2,129317.0,371.0,0.5,-2.8,2.72,-0.08,1.69,23,199,180.3,0.008768999999999999,0.07,0.05,-1
54.715,-79.33,1440.78,837.764,-4446.514,6359.243,2.509663,-5.077005,-3.745466,0,1397865600.0,7.6,0.9,127.5,-3.7,4.8,0.1,4.4,1.8,46117.0,497.0,0.5,0.6,3.11,-0.92,0.81,27,178,170.8,0.008789,2.06,0.22,-1
74.78,-81.06,1206.92,310.252,-1972.274,7296.945,3.175828,5.946545,1.940405,0,1398038400.0,6.2,4.7,41.9,2.5,2.3,0.3,1.9,0.8,63405.0,579.0,-1.7,-0.7,3.22,-0.45,0.96,30,150,160.4,0.008662000000000001,0.08,0.04,-1
-45.512,134.154,729.56,-3474.888,3579.03,-5047.874,2.974011,-4.957618,-4.785273,0,1398211200.0,4.6,18.7,323.7,2.4,-1.7,1.0,-2.1,0.3,42559.0,422.0,-3.9,-1.3,0.91,-0.13,1.09,13,85,137.6,0.008168,0.06,0.05,-1
10.833,-132.189,1205.94,-5003.021,-5519.712,1417.539,-0.15497,-1.040741,-6.944875,0,1398384000.0,3.8,-28.7,298.3,0.9,-1.7,-1.1,-1.2,-1.5,77934.0,426.0,0.9,0.1,0.85,0.63,1.45,20,57,126.2,0.007951999999999999,0.07,0.05,-1
56.543,-14.254,1441.18,4186.136,-1063.441,6500.387,5.673525,0.239616,-3.720385,0,1398556800.0,3.4,16.0,319.2,1.8,-1.5,0.7,-1.6,0.2,31893.0,334.0,-0.2,0.7,0.98,-0.05,2.46,7,77,119.6,0.007909000000000001,0.07,0.05,-1
-52.389,-102.968,544.66,-949.987,-4125.237,-5460.767,3.026183,5.67502,-4.236012,0,1398729600.0,3.8,12.5,283.0,0.4,-1.7,0.4,-1.6,-0.2,15740.0,278.0,-1.4,-0.3,1.56,0.06,7.43,7,77,121.8,0.007885,0.07,0.05,-1
29.503,-116.711,1224.88,-2976.334,-5915.026,3725.773,-0.66351,-3.066015,-6.261518,0,1398902400.0,7.5,3.9,108.0,-1.8,5.6,0.4,5.3,2.0,81390.0,341.0,1.8,0.8,1.69,-0.7,1.35,10,88,127.7,0.007803,0.08,0.05,-1
-61.776,-52.101,425.74,1981.332,-2545.266,-5971.893,-2.251673,6.747398,-3.273684,0,1399075200.0,3.9,13.5,272.8,0.1,-2.5,0.6,-2.4,-0.4,20947.0,323.0,-1.3,-0.8,2.14,0.17,11.77,10,123,134.8,0.007848,0.07,0.05,-1
-22.943,-65.452,638.57,2685.802,-5880.3,-2719.813,-0.66123,3.439307,-6.747523,0,1399248000.0,7.6,3.6,308.8,4.0,-4.9,0.4,-4.8,-0.9,47051.0,354.0,1.5,0.5,1.48,0.31,0.84,20,142,141.5,0.007726,0.07,0.05,-1
63.391,-161.253,1357.07,-3288.105,-1115.961,6892.943,-4.687048,-3.877025,-3.190191,0,1399420800.0,3.7,-33.1,98.3,-0.3,2.0,-1.3,2.3,-0.6,26036.0,338.0,1.1,-1.3,0.79,0.19,1.89,7,120,148.6,0.007873999999999999,0.08,0.05,-1
-19.966,-174.366,565.43,-6497.027,-640.971,-2357.231,3.103329,-0.507701,-7.007241,0,1399593600.0,5.7,32.3,331.0,2.6,-1.4,1.9,-2.0,1.3,95937.0,375.0,0.1,1.3,1.71,-0.5,1.88,13,139,155.2,0.008149,0.09,0.06,-1
57.356,-140,1186.57,-3132.16,-2628.148,6346.537,-3.060037,-4.859382,-4.066421,0,1399939200.0,2.3,2.3,9.4,0.9,0.2,0.0,0.1,0.2,27362.0,356.0,-0.1,-0.9,2.0,-0.06,16.32,7,133,162.7,0.008504000000000001,0.07,0.05,-1
51.808,14.432,1093.25,4481.709,1153.405,5848.836,4.610651,2.711284,-4.715143,0,1400112000.0,5.4,5.3,113.7,-1.5,3.4,0.3,3.3,1.3,47275.0,336.0,-1.2,-0.8,1.37,-0.44,1.62,10,156,155.5,0.00856,0.07,0.05,-1
80.724,-156.066,1360.49,-1143.172,-507.395,7615.783,4.340758,-5.316021,-0.000781,0,1400284800.0,5.4,-12.7,137.1,-3.5,3.2,-1.1,3.3,-0.3,48565.0,334.0,0.1,-1.2,0.95,0.09,1.11,7,151,136.6,0.008343000000000001,0.07,0.05,-1
-22.817,-32.177,390.78,5283.422,-3324.235,-2609.591,-2.28412,2.487838,-7.108731,0,1400457600.0,4.6,26.0,154.7,-1.4,0.7,0.8,0.5,0.9,46069.0,343.0,0.6,-1.5,1.4,-0.3,2.1,10,102,119.7,0.007951,0.07,0.05,-1
64.502,153.329,1047.49,-2863.209,1438.203,6679.476,-6.30116,0.495445,-3.394809,0,1400630400.0,3.9,2.8,120.2,-1.4,2.5,0.1,2.4,0.5,25620.0,318.0,-2.3,-0.9,1.37,-0.17,4.56,3,85,116.7,0.007764,0.07,0.05,-1
80.977,-14.792,1200.8,1152.368,-304.3,7463.513,2.482708,6.540611,-0.57809,0,1400803200.0,10.6,22.9,311.9,3.1,-3.5,2.0,-3.3,1.2,165106.0,459.0,3.3,-3.5,1.92,-0.49,0.56,27,91,119.2,0.007679999999999999,0.06,0.04,-1
24.987,83.006,558.53,765.968,6244.089,2913.651,-0.531431,2.860969,-7.115202,0,1400976000.0,2.9,4.1,316.2,1.0,-1.0,0.1,-0.9,0.0,56780.0,421.0,1.4,-1.3,0.9,-0.0,2.36,7,109,116.0,0.007679999999999999,0.07,0.05,-1
10.064,82.126,425.18,917.714,6636.131,1181.481,-0.617282,1.118429,-7.727609,0,1401148800.0,2.9,-6.3,305.5,1.0,-1.3,-0.2,-1.2,-0.3,29828.0,310.0,-3.0,-1.4,1.33,0.11,5.92,7,78,108.7,0.007546,0.07,0.05,-1
-58.042,-121.891,957.15,-2055.477,-3303.402,-6200.307,-1.698064,-6.2763,3.245234,0,1401321600.0,5.1,2.6,160.1,-2.0,0.7,0.1,0.4,0.2,52251.0,336.0,1.3,-1.8,1.49,-0.03,2.2,13,48,105.5,0.007515999999999999,0.07,0.05,-1
0.904,92.045,1415.6,-278.086,7787.814,122.259,-0.510315,0.026771,6.801117,0,1401494400.0,9.0,34.8,133.5,-4.6,4.8,4.6,3.9,5.3,19710.0,329.0,2.1,-1.0,2.61,-1.75,0.99,3,57,106.6,0.007408,0.07,0.05,-1
80.944,-26.008,935.2,1037.509,-506.208,7200.536,4.007237,6.043713,-0.723069,0,1401667200.0,4.9,17.7,178.8,-3.0,0.1,1.0,0.1,1.0,30935.0,294.0,1.0,-0.9,1.69,-0.28,3.53,7,62,108.3,0.007445,0.07,0.05,-1
-77.473,97.062,945.33,-195.827,1580.818,-7127.265,-5.741772,4.435253,0.563345,0,1402012800.0,5.2,19.3,304.2,2.0,-2.9,1.2,-2.9,1.0,51555.0,347.0,0.4,0.2,1.51,-0.34,2.11,10,119,136.9,0.007917,0.07,0.05,-1
-39.703,154.848,1335.21,-5377.795,2525.101,-4905.599,-4.572679,1.065365,5.047,0,1402185600.0,11.7,30.8,293.3,1.3,-2.9,1.9,-3.0,1.8,147594.0,531.0,1.2,-2.9,7.12,-1.01,1.1,40,142,153.1,0.008154,0.06,0.04,-1
-31.742,153.574,1404.13,-5931.19,2947.617,-4074.875,-3.688191,0.957683,5.665878,0,1402358400.0,5.1,19.1,121.3,-1.5,2.5,1.0,2.5,1.0,54241.0,428.0,-4.4,-2.7,1.0,-0.44,0.99,17,162,171.3,0.008357,0.07,0.05,-1
55.959,53.464,441.24,2277.54,3073.853,5627.487,2.069061,6.009558,-4.543389,0,1402531200.0,3.7,33.6,156.7,-2.2,1.0,1.6,0.8,1.7,91290.0,454.0,1.6,3.7,0.69,-0.69,1.17,7,197,179.9,0.008464,0.07,0.05,-1
70.552,-140.357,514.38,-1772.005,-1468.171,6476.859,-2.667879,-6.729581,-2.716467,0,1402704000.0,5.1,4.8,154.8,-2.9,1.4,0.3,1.4,0.3,77404.0,386.0,1.2,-0.7,1.82,-0.12,2.05,17,137,148.0,0.008102,0.07,0.05,-1
32.354,-72.847,330.41,1672.877,-5419.954,3570.513,2.244103,-3.65442,-6.677803,0,1402876800.0,4.9,3.5,142.8,-1.5,1.1,0.1,1.1,0.1,49647.0,357.0,-2.4,0.3,1.46,-0.03,2.2,13,84,120.5,0.007749,0.06,0.05,-1
-77.19,146.293,1109.49,-1384.837,923.813,-7279.381,1.31274,-6.79283,-1.640603,0,1403049600.0,7.0,-12.3,291.4,1.3,-3.3,-0.8,-3.3,-0.9,193598.0,429.0,1.9,-1.1,1.7,0.38,1.16,30,120,114.4,0.007768000000000001,0.06,0.04,-1
-57.516,5.538,1423.33,4178.474,405.151,-6557.625,5.458181,2.230508,3.395847,0,1403222400.0,5.7,11.1,288.6,1.0,-3.0,0.6,-3.2,0.7,70254.0,428.0,-1.0,-1.7,2.75,-0.3,1.78,20,80,105.5,0.007509999999999999,0.07,0.05,-1
5.144,116.238,1218.38,-3344.916,6786.543,677.344,-0.031357,-1.197926,6.907533,0,1403395200.0,3.4,-17.0,312.3,1.4,-1.6,-0.7,-1.6,-0.6,34246.0,382.0,-1.7,-0.6,0.63,0.23,1.37,7,90,97.3,0.007305,0.07,0.05,-1
49.457,-111.792,331.78,-1622.201,-4057.361,5075.857,-0.700049,-6.067869,-5.063345,0,1403568000.0,4.1,-27.6,343.3,2.1,-0.6,-1.2,-0.6,-1.1,35587.0,330.0,-3.3,-2.1,1.66,0.41,3.55,13,40,96.6,0.007092,0.07,0.05,-1
-38.639,128.969,907.37,-3582.987,4429.485,-4527.649,1.721871,-3.811086,-6.006879,0,1403740800.0,4.9,36.7,97.0,-0.2,1.5,1.2,1.3,1.0,64935.0,344.0,2.2,0.1,1.36,-0.32,2.07,7,67,103.3,0.007088,0.07,0.05,-1
-46.37,-102.687,1032.62,-1124.709,-4996.09,-5341.176,2.271495,4.325287,-5.276486,0,1403913600.0,6.1,-11.6,126.9,-1.9,2.5,-0.6,2.1,-0.9,48373.0,314.0,-3.4,-2.7,1.7,0.26,1.86,13,71,118.4,0.007222,0.07,0.05,-1
42.118,34.088,659.65,4329.301,2929.833,4697.757,-5.150127,-2.006595,5.183079,0,1404086400.0,7.1,32.6,107.3,-1.0,3.3,2.2,3.7,2.3,62647.0,346.0,0.6,1.2,2.08,-0.78,1.68,10,132,145.2,0.007807,0.07,0.05,-1
45.087,34.017,388.51,3966.184,2676.968,4769.31,3.906773,4.332629,-5.28344,0,1404259200.0,2.5,6.3,122.3,-0.8,1.2,0.2,1.3,0.0,22056.0,309.0,-2.0,-2.6,1.6,-0.01,9.24,10,145,175.1,0.008438,0.07,0.05,-1
-64.362,-67.055,1442.42,1322.125,-3123.048,-7027.694,4.278563,-4.392435,2.902885,0,1404432000.0,3.0,-9.5,296.4,0.7,-1.4,-0.3,-1.4,-0.1,27188.0,320.0,1.9,-2.6,1.46,0.03,7.06,10,172,193.9,0.009040000000000001,0.07,0.05,-1
1.27,-3.603,881.61,7243.629,-456.163,159.919,-0.694657,0.672095,7.284002,0,1404604800.0,3.8,26.9,284.2,0.5,-1.9,1.0,-1.8,1.1,20969.0,273.0,-0.7,-4.5,1.41,-0.31,6.12,7,185,207.7,0.009187,0.07,0.05,-1
76.807,-20.468,343.39,1441.545,-538.065,6522.218,-3.482002,7.002693,1.248389,0,1404777600.0,7.0,-4.2,139.0,-4.1,3.6,-0.4,3.6,-0.8,49842.0,313.0,-1.0,1.3,1.41,0.25,1.08,13,183,208.1,0.008971,0.07,0.05,-1
-16.297,93.602,956.25,-442.363,7027.4,-2046.63,-0.770025,1.428758,7.087435,0,1404950400.0,5.2,-7.6,123.0,-2.1,3.3,-0.5,3.2,-1.0,85028.0,388.0,2.3,-0.9,1.61,0.39,1.86,17,161,183.3,0.008729,0.07,0.05,-1
46.576,-29.519,401.54,4062.075,-2299.982,4901.159,-4.326009,4.124463,5.097983,0,1405123200.0,5.6,-28.7,88.8,0.1,3.5,-1.9,2.9,-2.2,30149.0,359.0,-0.8,-1.7,0.95,0.79,0.86,13,119,149.9,0.008153,0.07,0.05,-1
-69.533,149.479,1459.32,-2366.494,1395.134,-7320.208,3.492788,-5.373627,-2.170867,0,1405296000.0,11.2,85.7,71.7,0.2,0.5,7.4,1.8,6.8,40466.0,343.0,-1.9,0.8,3.2,-2.34,0.89,17,62,113.0,0.007756999999999999,0.06,0.05,-1
-8.365,-153.877,1129.96,-6669.843,-3270.815,-1086.152,0.733813,-0.295155,-7.05257,0,1405468800.0,4.7,-6.5,308.4,2.1,-2.6,-0.4,-2.7,0.2,70196.0,411.0,-0.0,-1.7,1.0,-0.07,1.14,10,10,95.1,0.0072629999999999995,0.07,0.05,-1
5.237,-131.318,1051.2,-4884.734,-5556.716,674.298,-0.331971,-1.278912,-7.052657,0,1405641600.0,3.0,0.2,310.2,1.4,-1.7,0.0,-1.6,0.3,32239.0,326.0,0.3,1.6,0.62,-0.1,2.4,3,15,91.4,0.007024,0.07,0.05,-1
-50.242,-49.883,1451.04,3231.505,-3835.284,-5995.573,-2.269792,4.723921,-4.297929,0,1405814400.0,2.9,-11.9,91.4,-0.0,0.7,-0.1,0.6,-0.3,17996.0,285.0,-2.6,-1.5,1.09,0.1,5.77,7,35,89.9,0.006834000000000001,0.07,0.05,-1
80.452,6.597,467.65,1131.399,130.842,6729.294,1.864648,7.554569,-0.06596,0,1405987200.0,5.0,-6.9,315.6,2.6,-2.6,-0.4,-2.6,0.1,58814.0,328.0,4.5,0.0,1.5,-0.04,2.48,10,39,95.5,0.00678,0.07,0.05,-1
30.642,6.622,342.47,5748.386,667.354,3406.333,-4.206216,0.547327,6.690474,0,1406160000.0,4.9,14.9,95.9,-0.2,2.3,0.6,2.4,0.1,68071.0,339.0,2.2,-3.7,1.29,-0.04,2.36,13,62,107.4,0.006972,0.07,0.05,-1
-75.177,70.335,1315.96,664.141,1858.461,-7416.008,-5.702389,-3.741868,-1.076008,0,1406332800.0,6.4,-0.6,119.9,-2.0,3.6,-0.0,3.4,-0.9,106102.0,364.0,3.4,-0.9,1.64,0.31,1.51,17,58,120.1,0.007372,0.07,0.05,-1
-80.93,52.071,1159.81,732.446,939.889,-7422.059,-4.87965,5.058456,0.65135,0,1406505600.0,6.5,2.6,268.6,-0.1,-3.0,0.1,-2.8,1.1,105406.0,391.0,1.6,-1.9,2.78,-0.41,2.38,20,109,136.3,0.007902,0.07,0.05,-1
-57.094,-108.407,1374.34,-1332.477,-4003.911,-6485.459,3.399019,4.887472,-3.389189,0,1406678400.0,3.8,-15.2,296.3,1.0,-2.1,-0.6,-2.2,-0.0,35253.0,324.0,-0.6,0.9,1.0,0.0,2.62,7,122,156.6,0.008458,0.07,0.05,-1
-66.862,-103.767,1272.54,-717.133,-2926.833,-7012.571,3.938744,5.294051,-2.176272,0,1406851200.0,8.8,20.5,114.8,-2.2,4.8,2.0,5.5,0.7,70919.0,341.0,-2.4,-1.5,1.7,-0.19,0.97,20,165,173.5,0.008868000000000001,0.07,0.05,-1
-30.144,-170.705,1426.57,-6665.223,-1090.902,-3900.567,3.563923,-0.176403,-5.794381,0,1407024000.0,5.6,17.4,139.0,-2.4,2.1,1.0,2.5,0.4,63110.0,390.0,-1.7,-3.3,1.58,-0.19,1.31,13,153,156.2,0.008853,0.07,0.05,-1
-64.319,-7.989,1185.89,3253.58,-456.598,-6793.982,-5.786512,3.1488,-2.465113,0,1407196800.0,6.1,4.8,132.3,-2.4,2.6,0.3,2.5,-0.7,104846.0,462.0,1.8,-0.6,2.08,0.33,1.44,23,128,143.3,0.008614,0.07,0.05,-1
-26.366,-13.375,409.77,5920.496,-1407.707,-2997.477,3.29178,0.178149,7.121059,0,1407369600.0,3.9,2.7,76.1,0.7,2.7,0.1,2.6,-0.6,52029.0,387.0,-2.3,-0.3,1.25,0.21,2.25,13,123,140.0,0.008202,0.07,0.05,-1
-50.163,-19.04,1211.51,4603.581,-1588.779,-5804.729,-4.792187,3.100382,-4.070541,0,1407542400.0,4.6,19.3,83.7,0.3,2.4,0.9,2.6,0.1,64626.0,339.0,-2.7,0.1,1.39,-0.05,2.15,7,83,116.3,0.007624,0.07,0.05,-1
41.189,-32.277,1319.86,4903.806,-3097.309,5047.42,4.545509,-1.660843,-4.926482,0,1407715200.0,6.8,27.5,296.1,1.0,-2.1,1.2,-1.7,2.0,177443.0,414.0,2.4,-3.3,2.1,-0.79,1.74,13,69,107.3,0.007363,0.07,0.05,-1
-21.985,23.64,1330.63,6550.859,2867.471,-2871.058,-2.867137,-0.543678,-6.250705,0,1407888000.0,4.0,-0.0,331.9,2.4,-1.3,-0.0,-1.3,0.3,74744.0,430.0,-0.6,-0.7,0.93,-0.13,1.57,13,79,105.6,0.007222,0.07,0.05,-1
44.703,-37.697,591.32,3925.574,-3033.654,4879.886,-3.081333,4.061264,5.702108,0,1408060800.0,3.2,-6.1,324.1,1.3,-0.9,-0.2,-1.1,0.1,48893.0,347.0,0.4,-1.7,1.06,-0.03,3.24,10,107,116.0,0.007232,0.07,0.05,-1
-79.501,-22.217,600.05,1180.658,-482.219,-6839.628,6.010023,4.552831,1.216316,0,1408233600.0,5.7,46.2,338.8,2.1,-0.8,2.3,-0.0,2.4,21034.0,301.0,-1.0,0.2,3.58,-0.74,5.26,13,116,117.9,0.007291,0.07,0.05,-1
43.719,-92.247,1414.29,-221.059,-5634.97,5362.987,0.890263,-4.784776,-4.768787,0,1408406400.0,10.5,-12.0,271.1,0.1,-6.6,-1.4,-6.5,0.4,68357.0,358.0,-0.6,-0.4,3.91,-0.14,1.44,23,93,113.3,0.007367,0.07,0.05,-1
